Date,Target,Sector,Country,Transaction Type,Deal Value (USD/MLNS),Investor(s),Target_symbol,Investors_symbol,Target_Name_in_API,Investors_Name_in_API
2007-08-21,Sweeny Cogeneration LP,Utilities,United States,Stake Purchase,80,"ConocoPhillips, 925 North Eldridge Parkway PO Box 2197, Houston, Texas, 77079, United States, (281) 293-1000, www.conocophillips.com",,COP,,ConocoPhillips
2007-08-13,"Prairie Interactive Messaging, Inc. ",Internet Software and Services,United States,Add-on Acquisition,39,"CSG Systems International, Inc., 6175 South Willow Drive 10th Floor, Greenwood Village, Colorado, 80111, United States, (303) 200-2000, www.csgi.com",,CSGS,,"CSG Systems International, Inc."
2007-08-09,NavisWorks Ltd.,Software,United Kingdom,Add-on Acquisition,26,"Autodesk, Inc., 111 McInnis Parkway, San Rafael, California, 94903, United States, (415) 507-5000, www.autodesk.com",,AUD.DE,,"Autodesk, Inc."
2007-08-01,Sara Sae Pvt. Ltd.,Energy Services and Equipment,India,Stake Purchase,26,"National Oilwell Varco, Inc., 7909 Parkwood Circle Drive, Houston, Texas, 77036, United States, (713) 346-7500, www.nov.com",,NOV,,"National Oilwell Varco, Inc."
2007-08-06,"eTapestry.com, Inc.",Software,United States,Add-on Acquisition,24.8,"Blackbaud, Inc., 65 Fairchild Street, Charleston, South Carolina, 29492, United States, (843) 216-6200, www.blackbaud.com",,BLKB,,"Blackbaud, Inc."
2007-08-07,Jeanne Lanvin SA,Apparel/Textiles,France,Add-on Acquisition,24.79,"Inter Parfums, Inc., 551 Fifth Avenue, 15th Floor, New York, New York, 10176, United States, (212) 983-2640, www.interparfumsinc.com",,IPAR,,"Inter Parfums, Inc."
2007-09-25,"Biomet, Inc.",Medical Products,United States,Going Private,11400,"KKR & Co. L.P. (PE), 9 West 57 Street, Suite 4200, New York, New York, 10019, United States, (212)230-9410, www.kkr.com\nTPG Global (PE), 301 Commerce St., Suite 3300, Fort Worth, Texas, 76102, United States, (817)871-4000, www.tpg.com\nThe Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com\nGoldman Sachs Merchant Banking (PE), 85 Broad Street, New York, New York, 10004, United States, (212)902-1000, www.goldmansachs.com/pia\nPamlico Capital (PE), 150 North College Street, Suite 2400, Charlotte, North Carolina, 28202, United States, (704) 414-7150, www.pamlicocapital.com",,BX,,The Blackstone Group Inc.
2007-09-17,"SunCom Wireless Holdings, Inc.",Communications,United States,Merger,2400,"T-Mobile USA, Inc., 12920 South East 38th Street, Bellevue, Washington, 98006, United States, (425) 378-4000, www.t-mobile.com",,SCCB,,378
2007-09-12,eFunds Corp.,Information Technology,United States,Add-on Acquisition,1800,"Fidelity National Information Services, Inc., 601 Riverside Avenue, Jacksonville, Florida, 32204, United States, (904) 438-6000, www.fisglobal.com",,FIS,,"Fidelity National Information Services, Inc."
2007-09-27,21st Century Insurance Group,Insurance,United States,Stake Purchase,813,"American International Group, Inc., 175 Water Street, New York, New York, 10038, United States, (212) 770-7000, www.aig.com",,AIG,,"American International Group, Inc."
2007-09-11,"NovaCardia, Inc.",Life Science,United States,Add-on Acquisition,366.4,"Merck & Co., Inc., 2000 Galloping Hill Road, Kenilworth, New Jersey, 07033, United States, (908) 423-1000, www.merck.com",,MRK.PA,,"Merck & Co., Inc."
2007-09-01,Escondido Resources LP,Oil/Gas Exploration,United States,Add-on Acquisition,245,"SilverBow Resources, Inc., 575 North Dairy Ashford Road Suite 1200, Houston, Texas, 77060, United States, (281) 874-2700, www.sbow.com",,SBOW,,"SilverBow Resources, Inc."
2007-09-20,"Network General, Inc.",Information Technology,United States,Add-on Acquisition,205,"NetScout Systems, Inc., 310 Littleton Road, Westford, Massachusetts, 01886, United States, (978) 614-4000, www.netscout.com",,NTCT,,"NetScout Systems, Inc."
2007-09-04,Atwood Mobile Products LLC,Manufacturing,United States,Divestiture,160.2,"Insight Equity (PE), 1400 Civic Place, Suite 250, Southlake, Texas, 76092-7641, United States, (817) 488-7775, www.insightequity.com\nAlcentra Capital Corporation (PE), 10 Hudson Yards, 41st Floor, New York, New York, 10001, United States, (212) 922-8240, www.alcentracapital.com",,ABDC,,Alcentra Capital Corporation
2007-09-10,"Precision Industries, Inc.",Distribution,United States,Add-on Acquisition,106,"DXP Enterprises, Inc., 7272 Pinemont, Houston, Texas, 77040, United States, (713) 996-4700, www.dxpe.com",,DXPE,,"DXP Enterprises, Inc."
2007-09-19,BioLucent LLC,Medical Products,United States,Add-on Acquisition,70,"Hologic, Inc., 250 Campus Drive, Marlborough, Massachusetts, 01752, United States, (508) 263-2900, www.hologic.com",,HOLX,,"Hologic, Inc."
2007-09-08,Nycomed Ltd.,Life Science,Ireland,Add-on Acquisition,47,"Gilead Sciences, Inc., 333 Lakeside Drive, Foster City, California, 94404, United States, (650) 574-3000, www.gilead.com",,GILD,,"Gilead Sciences, Inc."
2007-09-12,"Professionals Direct, Inc.",Insurance,United States,Add-on Acquisition,23.2,"The Hanover Insurance Group, Inc., 440 Lincoln Street, Worcester, Massachusetts, 01653, United States, (508) 855-1000, www.hanover.com",,THG,,"The Hanover Insurance Group, Inc."
2007-09-13,SEM Construction Co.,Energy Services and Equipment,United States,Add-on Acquisition,21.3,"Newpark Resources, Inc., 9320 Lakeside Boulevard, Suite 100, The Woodlands, Texas, 77381, United States, (281) 362-6800, www.newpark.com",,NR,,"Newpark Resources, Inc."
2007-10-22,Cytyc Corp.,Medical Products,United States,Add-on Acquisition,6200,"Hologic, Inc., 250 Campus Drive, Marlborough, Massachusetts, 01752, United States, (508) 263-2900, www.hologic.com",,HOLX,,"Hologic, Inc."
2007-10-01,Elis SA,Apparel/Textiles,France,Add-on Acquisition,2253.8,"Eurazeo PME (PE), 1 rue Georges Berger, Paris, 75017, France, +33 1 53 83 81 60, www.eurazeo-pme.com\nIntermediate Capital Group (ICG) (PE), Juxon House, 100 St Paul's Churchyard, London, EC4M 8BU, United Kingdom, +44 (0)20 3201 7700, www.icgplc.com",ELIS.PA,,Elis SA,
2007-10-02,RBTT Financial Holdings Ltd.,Financial Services,Trinidad and Tobago,Add-on Acquisition,2200,"Royal Bank of Canada, 200 Bay Street, Toronto, Ontario, M5J 2J5, Canada, (888) 212-5533, www.rbc.com",,RY,,Royal Bank of Canada
2007-10-01,"Playtex Products, Inc.",Consumer Products,United States,Add-on Acquisition,1900,"Energizer Holdings, Inc., 533 Maryville University Drive, St. Louis, Missouri, 63141, United States, (314) 985-2000, www.energizerholdings.com",,ENR,,"Energizer Holdings, Inc."
2007-10-01,OmniSource Corp.,Environmental,United States,Add-on Acquisition,1100,"Steel Dynamics, Inc., 7575 West Jefferson Boulevard, Fort Wayne, Indiana, 46804, United States, (260) 969-3500, www.steeldynamics.com",,STLD,,"Steel Dynamics, Inc."
2007-10-22,"XenSource, Inc.",Software,United States,Add-on Acquisition,500,"Citrix Systems, Inc., 851 West Cypress Creek Road, Fort Lauderdale, Florida, 33309, United States, (954) 267-3000, www.citrix.com",,CTXS,,"Citrix Systems, Inc."
2007-10-01,"Deb Shops, Inc.",Retail,United States,Going Private,395,"Prospect Capital Corporation (PE), 10 East 40th Street, 42th Floor, New York, New York, 10016, United States, (212)448-0702, www.prospectstreet.com\nGordon Brothers Finance Co. (PE), Prudential Tower 800 Boylston Street 27th Floor, Boston, Massachusetts, 02199, United States, (617)422-6240, www.gbfinco.com\nLee Equity Partners (PE), 650 Madison Avenue, 21st Floor, New York, New York, 10022, United States, (212)888-1500, www.leeequity.com",,PSEC,,Prospect Capital Corporation
2007-10-23,"Navini Networks, Inc.",Technology Hardware,United States,Add-on Acquisition,330,"Cisco Systems, Inc., 170 West Tasman Drive, San Jose, California, 95134, United States, (408) 526-7209, www.cisco.com",,CSCO,,"Cisco Systems, Inc."
2007-10-11,Tops Markets LLC,Retail,United States,Divestiture,310,"HSBC Capital (PE), 452 Fifth Avenue, 4th Floor, New York, New York, 10018, United States, (212)525-5969, www.hsbcnet.com/pi/north-america/\nMorgan Stanley Capital Partners (PE), www.morganstanley.com/im/capitalpartners",,MS,,Morgan Stanley
2007-10-23,"Carey International, Inc.",Transportation,United States,Add-on Acquisition,60,"Avis Budget Group, Inc., 6 Sylvan Way, Parsippany, New Jersey, 07054, United States, (973) 496-4700, www.avisbudgetgroup.com",,CAR,,"Avis Budget Group, Inc."
2007-10-18,Chic Logistics,Transportation,China,Add-on Acquisition,60,"Menlo Worldwide Logistics LLC, 2855 Campus Drive Suite 300, San Mateo, California, 94403, United States, (650) 378-5200, www.menloworldwide.com",,SCCB,,378
2007-10-26,Extech Instruments Corp.,Test/Measurement Equipment,United States,Add-on Acquisition,40,"FLIR Systems, Inc., 27700 SW Parkway Avenue, Wilsonville, Oregon, 97070, United States, (503) 498-3547, www.flir.com",,FLIR,,"FLIR Systems, Inc."
2007-10-02,"Sandwork Design, Inc.",Software,United States,Add-on Acquisition,24,"Synopsys, Inc., 690 East Middlefield Road, Mountain View, California, 94043, United States, (650) 584-5000 , www.synopsys.com",,SNPS,,"Synopsys, Inc."
2007-10-09,Jaiku Ltd.,Internet Software and Services,Finland,Add-on Acquisition,12,"Alphabet Inc., 1600 Amphitheatre Parkway, Mountain View, California, 94043, United States, (650) 253-0000, www.google.com",,GOOG,,Alphabet Inc.
2007-10-10,"Three Phase Line Construction, Inc.",Construction,United States,Add-on Acquisition,8,"MasTec, Inc., 800 South Douglas Road, Coral Gables, Florida, 33134, United States, (305) 599-1800, www.mastec.com",,MTZ,,"MasTec, Inc."
2007-10-19,"Indian Fire & Safety, Inc.",Business Services,United States,Add-on Acquisition,6,"DXP Enterprises, Inc., 7272 Pinemont, Houston, Texas, 77040, United States, (713) 996-4700, www.dxpe.com",,DXPE,,"DXP Enterprises, Inc."
2007-10-31,"Gage Industries, Inc. - Fabrication Division",Automotive,United States,Divestiture,5.3,"Commercial Vehicle Group, Inc., 7800 Walton Parkway, New Albany, Ohio, 43054, United States, (614) 289-5360, www.cvgrp.com",,CVGI,,"Commercial Vehicle Group, Inc."
2007-10-22,"MetaSurg, BIO-ARCH Foot and Ankle Implant",Medical Products,United States,Divestiture,2.5,"Wright Medical Group, Inc., 5677 Airline Road, Arlington, Tennessee, 38002, United States",,PIH.TO,,8002
2007-11-14,"Ceridian HCM Holding, Inc.",Software,United States,Going Private,5300,"Thomas H. Lee Partners (PE), 100 Federal St., 35th Floor, Boston, Massachusetts, 02110, United States, (617)227-1050, www.thl.com\nKensington Capital Partners Limited (PE), 95 St. Clair Avenue West, Suite 905, Toronto, Ontario, M4V 1N6, Canada, (416)362-9000, www.kcpl.ca\nFidelity National Financial, Inc., 601 Riverside Avenue, Jacksonville, Florida, 32204, United States, (904) 854-8100, www.fnf.com",,FNF,,"Fidelity National Financial, Inc."
2007-11-15,"Post Holdings, Inc.",Food,United States,Divestiture,2600,"Ralcorp Holdings, Inc., 800 S. Market St., St. Louis, Missouri, 63101, United States, (314) 877-7000, www.ralcorp.com",POST,,"Post Holdings, Inc.",
2007-11-20,"DJO Global, Inc.",Medical Products,United States,Going Private,1300,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",,BX,,The Blackstone Group Inc.
2007-11-15,"Aearo Technologies, Inc.",Safety/Security,United States,Add-on Acquisition,1200,"3M Company, 3M Center, St Paul, Minnesota, 55144, United States, (651) 733-1110, www.3m.com",,MMM,,3M Company
2007-11-16,"Community Banks, Inc.",Financial Services,United States,Add-on Acquisition,860,"Susquehanna Bancshares, Inc., 26 North Cedar Street, Lititz, Pennsylvania, 17543, United States, (717) 626-4721, www.susquehanna.net",UCBI,,"United Community Banks, Inc.",
2007-11-19,Baccini SpA,Semiconductors,Italy,Add-on Acquisition,330,"Applied Materials, Inc., 3050 Bowers Avenue, P.O. Box 58039, Santa Clara, California, 95052, United States, (408) 727-5555, www.appliedmaterials.com",,AMAT,,"Applied Materials, Inc."
2007-11-02,R-G Crown Bank,Financial Services,United States,Divestiture,288,"Fifth Third Bancorp, Fifth Third Center 38 Fountain Square Plaza, Cincinnati, Ohio, 45263, United States, (800) 972-3030, www.53.com",,FITBP,,Fifth Third Bancorp
2007-11-08,Coding Technologies AB,Technology Hardware,Sweden,Add-on Acquisition,250,"Dolby Laboratories, Inc., 1275 Market Street, San Francisco, California, 94103, United States, (415) 558-0200, www.dolby.com",,DLB,,"Dolby Laboratories, Inc."
2007-11-29,"Renal Solutions, Inc.",Healthcare Services,United States,Add-on Acquisition,190,"Fresenius Medical Care AG & Co. KGaA, Else-Kröner Strasse 1, Bad Homburg, 61352, Germany, +49 6172 6090, www.freseniusmedicalcare.com",,FMS,,Fresenius Medical Care AG & Co. KGaA
2007-11-06,Brooks Software,Software,United States,Divestiture,125,"Applied Materials, Inc., 3050 Bowers Avenue, P.O. Box 58039, Santa Clara, California, 95052, United States, (408) 727-5555, www.appliedmaterials.com",,AMAT,,"Applied Materials, Inc."
2007-11-01,"Securent, Inc.",Software,United States,Add-on Acquisition,100,"Cisco Systems, Inc., 170 West Tasman Drive, San Jose, California, 95134, United States, (408) 526-7209, www.cisco.com",,CSCO,,"Cisco Systems, Inc."
2007-11-09,"HeritageBanc, Inc.",Financial Services,United States,Merger,85.05,"Old Second Bancorp, Inc., 37 South River Street Main Bank Lobby (River & Downer Streets), Aurora, Illinois, 60507, United States, (630) 892-0202, www.oldsecond.com",,OSBC,,"Old Second Bancorp, Inc."
2007-11-01,C.R. Gibson LLC,Consumer Products,United States,Add-on Acquisition,68,"CSS Industries, Inc., 450 Plymouth Road, Suite 300, Plymouth Meeting, Pennsylvania, 19462, United States, (610) 729-3959, www.cssindustries.com",,CSS,,"CSS Industries, Inc."
2007-11-03,Artima Retail Investment Company S.A.,Retail,Romania,Add-on Acquisition,61.98,"Carrefour SA, 93, Avenue de Paris, Massy, 91300, France, +33 1 41 04 26 00, www.carrefour.com",,CA.PA,,Carrefour SA
2007-11-08,"KnowledgeStorm, Inc.",Information Technology,United States,Add-on Acquisition,58,"TechTarget, Inc., 117 Kendrick Street Suite 800, Needham, Massachusetts, 02494, United States, (781) 657-1000, www.techtarget.com",,TTGT,,"TechTarget, Inc."
2007-11-30,Turner Renewable Energy LLC,Energy Services and Equipment,United States,Add-on Acquisition,34.3,"First Solar, Inc., 350 West Washington Street, Suite 600, Tempe, Arizona, 85281, United States, (602) 414-9300, www.firstsolar.com",,FSLR,,"First Solar, Inc."
2007-11-15,Chemical Recoveries Ltd.,Environmental,United Kingdom,Add-on Acquisition,8.93,"Augean Plc, 4 Rudgate Court Walton, Wetherby, LS23 7BF, United Kingdom, 44 19 3784 4980, www.augeanplc.com",,SCCB,,378
2007-12-21,"Respironics, Inc.",Medical Products,United States,Add-on Acquisition,5100,"Koninklijke Philips N.V., Philips Center Amstelplein 2, Amsterdam, 1096 BC, Netherlands, +31 20 597 7777, www.philips.com",,PHG,,Koninklijke Philips N.V.
2007-12-04,CheckFree Corp.,Information Technology,United States,Add-on Acquisition,4400,"Fiserv, Inc., 255 Fiserv Drive , Brookfield, Wisconsin, 53045, United States, (262) 879-5000, www.fiserv.com",,FIV.DE,,"Fiserv, Inc."
2007-12-19,"Reliant Pharmaceuticals, Inc.",Life Science,United States,Add-on Acquisition,1650,"GlaxoSmithKline plc, 980 Great West Road, Brentford, TW8 9GS, United Kingdom, +44 20 8047 5000, www.gsk.com",,GSK,,GlaxoSmithKline plc
2007-12-17,"Siltron, Inc.",Semiconductors,South Korea,"Buyout (LBO, MBO, MBI)",761,"VIG Partners (PE), 16F AIA Tower, 16, Tongil-ro 2-Gil, Jung-gu, Seoul, 100-130, South Korea, 822 - 3788 - 0700, www.vigpartners.com",,SCCB,,378
2007-12-31,"Extended Care Information Network, Inc.",Information Technology,United States,Add-on Acquisition,93.5,"Allscripts Healthcare Solutions, Inc., 222 Merchandise Mart Plaza, Suite 2024, Chicago, Illinois, 60654, United States, (800) 334-8534, www.allscripts.com",,MDRX,,"Allscripts Healthcare Solutions, Inc."
2007-12-17,"Hemscott, Inc.",Information Services,United States,Divestiture,51.6,"Morningstar, Inc., 22 West Washington Street, Chicago, Illinois, 60602, United States, (312) 696-6000, www.morningstar.com",,MORN,,"Morningstar, Inc."
2007-12-03,PlaneTechs LLC,Staffing,United States,Add-on Acquisition,50,"TrueBlue, Inc., 1015 A Street, Tacoma, Washington, 98402, United States, (253) 383-9101, www.trueblue.com",,TBI,,"TrueBlue, Inc."
2007-12-20,Domenica B.V.,Business Services,Netherlands,Add-on Acquisition,15.21,"Resources Connection, Inc., 17101 Armstrong Avenue, Suite 100, Irvine, California, 92614, United States, (714) 430-6400, www.rgp.com",,RECN,,"Resources Connection, Inc."
2007-12-13,HCP - Three Skilled Nursing Facilities,Healthcare Services,United States,Divestiture,12.8,"The Ensign Group, Inc., 29222 Rancho Viejo Road Suite 127, San Juan Capistrano, California, 92675, United States, (949) 487-9500, www.ensigngroup.net",,ENSG,,"The Ensign Group, Inc."
2007-12-26,"EyeTel Imaging, Inc.",Medical Products,United States,Add-on Acquisition,9.9,"NeuroMetrix, Inc., 4B Gill Street, Woburn, Massachusetts, 01801, United States, (781) 890-9989, www.neurometrix.com",,NURO,,"NeuroMetrix, Inc."
2007-12-20,Hitech Equipment Ltd.,Environmental,United Kingdom,Add-on Acquisition,9.08,"Augean Plc, 4 Rudgate Court Walton, Wetherby, LS23 7BF, United Kingdom, 44 19 3784 4980, www.augeanplc.com",,SCCB,,378
2007-12-31,Potentia Semiconductor Corp.,Semiconductors,Canada,Add-on Acquisition,5.5,"Power Integrations, Inc., 5245 Hellyer Avenue, San Jose, California, 95138, United States, (408) 414-9200, www.power.com",,POWI,,"Power Integrations, Inc."
2007-12-20,Power Partners LLC,Construction,United States,Add-on Acquisition,5.5,"MasTec, Inc., 800 South Douglas Road, Coral Gables, Florida, 33134, United States, (305) 599-1800, www.mastec.com",,MTZ,,"MasTec, Inc."
2007-12-05,Short Bark Industries LLC,Apparel/Textiles,United States,Add-on Acquisition,3.6,"Commercial Vehicle Group, Inc., 7800 Walton Parkway, New Albany, Ohio, 43054, United States, (614) 289-5360, www.cvgrp.com",,CVGI,,"Commercial Vehicle Group, Inc."
